activity_event_id,asset_id,geo,origin_measurement_timestamp,scope,category,activity,source,raw_data,units
2022_12_dsl_023,dsl_023,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.28,gal
2022_12_dsl_022,dsl_022,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.13,gal
2022_12_dsl_021,dsl_021,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.07,gal
2022_12_dsl_020,dsl_020,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.87,gal
2022_12_dsl_019,dsl_019,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.06,gal
2022_12_dsl_018,dsl_018,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,0.05,gal
2022_12_dsl_017,dsl_017,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,1.76,gal
2022_12_dsl_014,dsl_014,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,1.28,gal
2022_12_dsl_013,dsl_013,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,513.21,gal
2022_12_dsl_012,dsl_012,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,40.63,gal
2022_12_dsl_011,dsl_011,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,4.05,gal
2022_12_dsl_010,dsl_010,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,156.19,gal
2022_12_dsl_008,dsl_008,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,1.88,gal
2022_12_dsl_007,dsl_007,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,19.35,gal
2022_12_dsl_006,dsl_006,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,1.13,gal
2022_12_dsl_004,dsl_004,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,54.0,gal
2022_12_dsl_001,dsl_001,"[40.73061,-73.935242]",2022-12,1,mobile-combustion,Diesel Fuel - Diesel Passenger Cars,carbon_accounting_demo,5.74,gal
2022_12_bev_265,bev_265,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,2194.82,kwh
2022_12_bev_264,bev_264,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,11862.62,kwh
2022_12_bev_263,bev_263,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,72396.3,kwh
2022_12_bev_262,bev_262,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,61451.83,kwh
2022_12_bev_261,bev_261,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7423.45,kwh
2022_12_bev_260,bev_260,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,179.84,kwh
2022_12_bev_259,bev_259,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14.6,kwh
2022_12_bev_258,bev_258,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9.94,kwh
2022_12_bev_257,bev_257,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7331.17,kwh
2022_12_bev_256,bev_256,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1142.75,kwh
2022_12_bev_255,bev_255,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1279.65,kwh
2022_12_bev_254,bev_254,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,34.87,kwh
2022_12_bev_252,bev_252,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10.73,kwh
2022_12_bev_250,bev_250,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1.64,kwh
2022_12_bev_249,bev_249,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,34437.35,kwh
2022_12_bev_248,bev_248,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9.27,kwh
2022_12_bev_247,bev_247,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,96.14,kwh
2022_12_bev_246,bev_246,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9059.64,kwh
2022_12_bev_244,bev_244,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1264.85,kwh
2022_12_bev_243,bev_243,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,581.25,kwh
2022_12_bev_242,bev_242,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4.38,kwh
2022_12_bev_241,bev_241,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,41.88,kwh
2022_12_bev_239,bev_239,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,16335.08,kwh
2022_12_bev_238,bev_238,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,128313.67,kwh
2022_12_bev_237,bev_237,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,102935.88,kwh
2022_12_bev_236,bev_236,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,88570.23,kwh
2022_12_bev_235,bev_235,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,54.57,kwh
2022_12_bev_234,bev_234,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,16904.02,kwh
2022_12_bev_233,bev_233,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,39874.64,kwh
2022_12_bev_232,bev_232,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,131854.4,kwh
2022_12_bev_231,bev_231,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,49074.85,kwh
2022_12_bev_230,bev_230,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,54798.74,kwh
2022_12_bev_229,bev_229,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,79688.51,kwh
2022_12_bev_228,bev_228,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,257.22,kwh
2022_12_bev_227,bev_227,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,63.86,kwh
2022_12_bev_226,bev_226,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1045.4,kwh
2022_12_bev_225,bev_225,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,484.26,kwh
2022_12_bev_224,bev_224,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1892.64,kwh
2022_12_bev_223,bev_223,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,19994.18,kwh
2022_12_bev_222,bev_222,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,26.65,kwh
2022_12_bev_220,bev_220,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,663.31,kwh
2022_12_bev_219,bev_219,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,184.47,kwh
2022_12_bev_218,bev_218,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,46.26,kwh
2022_12_bev_217,bev_217,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,76.79,kwh
2022_12_bev_216,bev_216,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,251.43,kwh
2022_12_bev_215,bev_215,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,233.61,kwh
2022_12_bev_214,bev_214,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4.71,kwh
2022_12_bev_213,bev_213,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,69.11,kwh
2022_12_bev_212,bev_212,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,13.05,kwh
2022_12_bev_211,bev_211,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4889.44,kwh
2022_12_bev_210,bev_210,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,25.76,kwh
2022_12_bev_209,bev_209,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,2185.48,kwh
2022_12_bev_208,bev_208,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,18.89,kwh
2022_12_bev_207,bev_207,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14.04,kwh
2022_12_bev_205,bev_205,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,30.47,kwh
2022_12_bev_203,bev_203,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,2.52,kwh
2022_12_bev_202,bev_202,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,134.97,kwh
2022_12_bev_200,bev_200,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,27.94,kwh
2022_12_bev_198,bev_198,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,178.15,kwh
2022_12_bev_197,bev_197,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,53.4,kwh
2022_12_bev_196,bev_196,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,111.34,kwh
2022_12_bev_195,bev_195,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,127.72,kwh
2022_12_bev_194,bev_194,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,58.45,kwh
2022_12_bev_193,bev_193,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,16682.96,kwh
2022_12_bev_191,bev_191,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,13.98,kwh
2022_12_bev_190,bev_190,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,62.37,kwh
2022_12_bev_189,bev_189,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14093.54,kwh
2022_12_bev_188,bev_188,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,742.43,kwh
2022_12_bev_186,bev_186,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,13830.47,kwh
2022_12_bev_185,bev_185,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,78.38,kwh
2022_12_bev_183,bev_183,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4.76,kwh
2022_12_bev_182,bev_182,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,16.47,kwh
2022_12_bev_181,bev_181,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,887.49,kwh
2022_12_bev_180,bev_180,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4.54,kwh
2022_12_bev_179,bev_179,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,190.15,kwh
2022_12_bev_178,bev_178,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,8.87,kwh
2022_12_bev_177,bev_177,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,80.65,kwh
2022_12_bev_175,bev_175,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,5.06,kwh
2022_12_bev_174,bev_174,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,36.36,kwh
2022_12_bev_173,bev_173,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9.57,kwh
2022_12_bev_171,bev_171,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,3.29,kwh
2022_12_bev_170,bev_170,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,15286.89,kwh
2022_12_bev_169,bev_169,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,23.95,kwh
2022_12_bev_168,bev_168,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,160.2,kwh
2022_12_bev_167,bev_167,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,33.34,kwh
2022_12_bev_166,bev_166,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,42346.83,kwh
2022_12_bev_165,bev_165,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,24.5,kwh
2022_12_bev_164,bev_164,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,13728.88,kwh
2022_12_bev_163,bev_163,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,15557.05,kwh
2022_12_bev_162,bev_162,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,15131.77,kwh
2022_12_bev_161,bev_161,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,36718.11,kwh
2022_12_bev_160,bev_160,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,28.54,kwh
2022_12_bev_159,bev_159,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,56.27,kwh
2022_12_bev_158,bev_158,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,5251.27,kwh
2022_12_bev_157,bev_157,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,175.04,kwh
2022_12_bev_155,bev_155,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,27.79,kwh
2022_12_bev_154,bev_154,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9.22,kwh
2022_12_bev_153,bev_153,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,6.97,kwh
2022_12_bev_152,bev_152,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,742.03,kwh
2022_12_bev_151,bev_151,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7860.68,kwh
2022_12_bev_150,bev_150,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10.56,kwh
2022_12_bev_149,bev_149,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,6.72,kwh
2022_12_bev_148,bev_148,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,29409.46,kwh
2022_12_bev_147,bev_147,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10.82,kwh
2022_12_bev_146,bev_146,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,396.73,kwh
2022_12_bev_145,bev_145,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1142.1,kwh
2022_12_bev_144,bev_144,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,6416.03,kwh
2022_12_bev_143,bev_143,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7435.32,kwh
2022_12_bev_142,bev_142,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,17526.13,kwh
2022_12_bev_141,bev_141,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10910.65,kwh
2022_12_bev_140,bev_140,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9473.13,kwh
2022_12_bev_139,bev_139,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9.98,kwh
2022_12_bev_138,bev_138,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,39790.12,kwh
2022_12_bev_137,bev_137,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,30838.05,kwh
2022_12_bev_136,bev_136,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,42.99,kwh
2022_12_bev_135,bev_135,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,28.75,kwh
2022_12_bev_134,bev_134,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,140.81,kwh
2022_12_bev_133,bev_133,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,70.68,kwh
2022_12_bev_132,bev_132,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,129743.18,kwh
2022_12_bev_131,bev_131,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14.43,kwh
2022_12_bev_130,bev_130,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,272.26,kwh
2022_12_bev_129,bev_129,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,217.29,kwh
2022_12_bev_128,bev_128,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,17.06,kwh
2022_12_bev_127,bev_127,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,187.99,kwh
2022_12_bev_126,bev_126,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,13.33,kwh
2022_12_bev_125,bev_125,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,48396.19,kwh
2022_12_bev_124,bev_124,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,39.41,kwh
2022_12_bev_123,bev_123,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,63.94,kwh
2022_12_bev_122,bev_122,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,5.27,kwh
2022_12_bev_121,bev_121,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,17.36,kwh
2022_12_bev_120,bev_120,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,17.8,kwh
2022_12_bev_119,bev_119,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,25.0,kwh
2022_12_bev_118,bev_118,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,3.99,kwh
2022_12_bev_117,bev_117,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10.88,kwh
2022_12_bev_116,bev_116,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,2040.06,kwh
2022_12_bev_114,bev_114,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,6791.84,kwh
2022_12_bev_113,bev_113,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7850.82,kwh
2022_12_bev_112,bev_112,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,677.98,kwh
2022_12_bev_111,bev_111,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,0.25,kwh
2022_12_bev_108,bev_108,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,12.16,kwh
2022_12_bev_107,bev_107,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,22526.33,kwh
2022_12_bev_106,bev_106,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,228.64,kwh
2022_12_bev_105,bev_105,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1.14,kwh
2022_12_bev_102,bev_102,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7.07,kwh
2022_12_bev_100,bev_100,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,10341.46,kwh
2022_12_bev_097,bev_097,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,752.24,kwh
2022_12_bev_096,bev_096,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,3.5,kwh
2022_12_bev_095,bev_095,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,123.73,kwh
2022_12_bev_094,bev_094,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14.74,kwh
2022_12_bev_093,bev_093,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,362.1,kwh
2022_12_bev_092,bev_092,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,54.08,kwh
2022_12_bev_091,bev_091,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,106.04,kwh
2022_12_bev_090,bev_090,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,7984.53,kwh
2022_12_bev_089,bev_089,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,990.58,kwh
2022_12_bev_088,bev_088,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,49696.63,kwh
2022_12_bev_087,bev_087,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,9128.03,kwh
2022_12_bev_086,bev_086,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,11.56,kwh
2022_12_bev_085,bev_085,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,133.79,kwh
2022_12_bev_084,bev_084,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1.0,kwh
2022_12_bev_083,bev_083,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,46.58,kwh
2022_12_bev_082,bev_082,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,123.45,kwh
2022_12_bev_081,bev_081,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,22.04,kwh
2022_12_bev_080,bev_080,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,725.8,kwh
2022_12_bev_079,bev_079,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,44581.56,kwh
2022_12_bev_078,bev_078,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,68.89,kwh
2022_12_bev_077,bev_077,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,28.82,kwh
2022_12_bev_076,bev_076,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,96.56,kwh
2022_12_bev_075,bev_075,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,4853.72,kwh
2022_12_bev_074,bev_074,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1670.26,kwh
2022_12_bev_072,bev_072,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,98.09,kwh
2022_12_bev_071,bev_071,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,36.74,kwh
2022_12_bev_070,bev_070,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,6592.4,kwh
2022_12_bev_069,bev_069,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,77.17,kwh
2022_12_bev_068,bev_068,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,14675.9,kwh
2022_12_bev_067,bev_067,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,145.92,kwh
2022_12_bev_066,bev_066,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,23556.27,kwh
2022_12_bev_065,bev_065,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1339.57,kwh
2022_12_bev_064,bev_064,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,1.12,kwh
2022_12_bev_063,bev_063,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,23.11,kwh
2022_12_bev_062,bev_062,"[40.73061,-73.935242]",2022-12,2,grid-region-location-based,NYCW,carbon_accounting_demo,245.71,kwh
